table	row	source_bed	lines	bytes	mtime	sha256_1MB	producer_job	threads	period_range	elapsed	peak_rss_gb_sacct	node	scorer	scorer_sha	scoring_rule	repo_commit
1d	BWTandem-H	(PENDING job 6129408)	-	-	-	-	6129408	4	1-100 native	-	-	-	score_table1_regen.py	b85820c724137549	withheld pending native commit-0363d8b operating-point regeneration	0363d8b
sweep-superseded	id-off	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/idsweep_off.bed	2766054	156550844	2026-08-06T06:31:56	7cf519395efc037e	5994683	4	1-2000	1-09:59:55	37.64	cpu-49	score_table1_remeas.py	0ec76dd5a9ddffb6	full range, chr1-22XY; v2.2 gate, catch-all OFF, MIN_COPIES 3	0e17d1a+outputfixes
sweep-superseded	id-0.80	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/idsweep_0.80.bed	3299760	179909563	2026-08-06T13:20:02	e0d36da7d2818f8f	5994683	4	1-2000	1-09:59:55	37.64	cpu-49	score_table1_remeas.py	0ec76dd5a9ddffb6	full range, chr1-22XY; v2.2 gate, catch-all id 0.80 MIN_COPIES 3	0e17d1a+outputfixes
sweep-superseded	id-0.76	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/idsweep_0.76.bed	3317408	180887710	2026-08-06T20:26:39	fa811234be7398d5	5994683	4	1-2000	1-09:59:55	37.64	cpu-49	score_table1_remeas.py	0ec76dd5a9ddffb6	full range, chr1-22XY; v2.2 gate, catch-all id 0.76 MIN_COPIES 3	0e17d1a+outputfixes
sweep-superseded	id-0.72	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/idsweep_0.72.bed	4009297	210909179	2026-08-07T03:08:54	9ff3adf57663f925	5994683	4	1-2000	1-09:59:55	37.64	cpu-49	score_table1_remeas.py	0ec76dd5a9ddffb6	full range, chr1-22XY; v2.2 gate, catch-all id 0.72 MIN_COPIES 3	0e17d1a+outputfixes
sweep-superseded	id-0.68	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/idsweep_0.68.bed	4216900	221051905	2026-08-07T09:54:43	cd777ec7f2517a05	5994683	4	1-2000	1-09:59:55	37.64	cpu-49	score_table1_remeas.py	0ec76dd5a9ddffb6	full range, chr1-22XY; v2.2 gate, catch-all id 0.68 MIN_COPIES 3	0e17d1a+outputfixes
2	BWTandem	results/beds/bwtandem_colcen.bed.gz	161330	2671940	2026-08-29T11:58:27	29c3480b6a5bfcf5	6110900	2	1-2000	00:40:11	2.16	cpu-49	score_colcen.py	585d55ba96cb380a	regenerated revised-method result; unfiltered plus 150-200 and 150-400 validation bands	0363d8b
2	TRF	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trf/Col-CEN_v1.2_output.bed	27626	16132281	2026-07-22T03:15:53	e7d20040ef1afaac	published	-	max 200 (no min-period parameter)				score_colcen.py	60d20caf95230bf6	unfiltered; band 150-200 for CEN180 count	0e17d1a
2	ULTRA	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_colcen_p500.bed	150521	6540991	2026-08-03T22:52:36	ebce24f4a4205e64	5981977	2	1-500 (re-run)	10:07:11	4.20	cpu-51	score_colcen.py	60d20caf95230bf6	unfiltered; supersedes the -p 100 run	0e17d1a
2	mreps	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/mreps_colcen_150_400.bed	27762	15060214	2026-08-03T12:30:15	1617037fc3652759	5981987	1	150-400 (re-run)	00:06:57	0.17	cpu-51	score_colcen.py	60d20caf95230bf6	unfiltered; supersedes the maxp-6 run	0e17d1a
2	tantan	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/Col-CEN_v1.2_output.bed	139086	5202216	2026-07-22T03:16:48	018033b6cfed606a	published	-	n/a				score_colcen.py	60d20caf95230bf6	unfiltered	0e17d1a
3A	BWTandem	results/beds/bwtandem_maize.bed.gz	2406800	44253821	2026-08-29T11:59:07	0bdb56dbe4339904	6124640	2	1-2000	15:51:03	28.45	cpu-51	score_maize_3a.py	bcc4992b51986109	regenerated BED; published mixed rule and consistent 1-6 band both rescored	0363d8b
3A	TRF	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trf/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_trf_exp3A_microsatellite.bed	29559	5921688	2026-07-22T03:15:53	e567a8c7e018475f	published	-	6				score_maize_3a.py	bcc4992b51986109	unfiltered as published; band 1-6 in 3A-b	0e17d1a
3A	ULTRA	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_maize_exp3A.bed	1114556	47575141	2026-08-03T10:46:05	a4f36bcb7535f560	published (recovered)	2	6				score_maize_3a.py	bcc4992b51986109	unfiltered as published; band 1-6 in 3A-b	0e17d1a
3A	tantan	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_tantan_exp3A_microsatellite.bed	1303967	68279539	2026-07-22T03:16:28	6d3f58061cacf437	published	-	n/a				score_maize_3a.py	bcc4992b51986109	unfiltered as published (this file is not experiment-specific); band 1-6 in 3A-b	0e17d1a
3A	NCRF	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/ncrf/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_ncrf_TAG_exp3A_microsatellite.bed	214	2613014	2026-07-22T03:16:42	28b5bd392f3cad1c	published	-	motif-guided				score_maize_3a.py	bcc4992b51986109	unfiltered	0e17d1a
3A	TRASH-dn	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_trash_denovo_exp3A_microsatellite.bed	3034	512556	2026-07-22T03:16:42	c4972ac819ae1658	published	-	n/a				score_maize_3a.py	bcc4992b51986109	unfiltered	0e17d1a
3B	BWTandem	results/beds/bwtandem_maize.bed.gz	2406800	44253821	2026-08-29T11:59:07	0bdb56dbe4339904	6124640	2	1-2000	15:51:03	28.45	cpu-51	rescore_tables_3bc.py	39d308a0799f7e1f	hard-validated legacy Table 3B convention applied to regenerated BED	0363d8b
3B	TRF	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trf/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_trf_exp3B_satellite.bed	831497	200918916	2026-07-22T03:15:55	bcb1c4b04a39d7d6	published	-	500				score_maize_consistent.py	33c8c79529a3f409	both rules reported	0e17d1a
3B	ULTRA	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_maize_exp3B.bed	1891671	114085554	2026-08-03T10:46:14	0fbad9498cb9759c	published (recovered)	2	500				score_maize_consistent.py	33c8c79529a3f409	both rules reported	0e17d1a
3B	tantan	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_tantan_exp3B_satellite.bed	1303967	68279539	2026-07-22T03:16:47	6d3f58061cacf437	published	-	n/a				score_maize_consistent.py	33c8c79529a3f409	both rules reported	0e17d1a
3B	TRASH	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_trash_denovo_exp3B_satellite.bed	3029	509733	2026-07-22T03:16:43	7063df9bb342346b	published	-	n/a				score_trash_maize.py	626f7751fe9a1d31	four rules reported	0e17d1a
3C	BWTandem	results/beds/bwtandem_maize.bed.gz	2406800	44253821	2026-08-29T11:59:07	0bdb56dbe4339904	6124640	2	1-2000	15:51:03	28.45	cpu-51	rescore_tables_3bc.py	39d308a0799f7e1f	hard-validated legacy Table 3C convention applied to regenerated BED	0363d8b
3C	TRF	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trf/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_trf_exp3C_centc.bed	796981	149837940	2026-07-22T03:15:58	5da0a088d1d83ef0	published	-	200				score_maize_consistent.py	33c8c79529a3f409	both rules reported	0e17d1a
3C	ULTRA	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_maize_exp3C.bed	1895076	112523993	2026-08-03T10:46:22	879b3a05e22cffda	published (recovered)	2	200				score_maize_consistent.py	33c8c79529a3f409	both rules reported	0e17d1a
3C	TRASH	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_trash_templates_CentC_exp3C_centc.bed	3019	507355	2026-07-22T03:16:42	14efbb4456712851	published	-	n/a				score_trash_maize.py	626f7751fe9a1d31	four rules reported	0e17d1a
range-cost	BWTandem p1-2000 t4	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/bwt_hg38_catchF_t4p2000.bed	4009261	219727246	2026-08-05T06:54:25	66848fae9032c571	5983772	4	1-2000	07:22:38	35.28	cpu-51	-	-	not scored; cost-only arm paired with row 1b (job 5981960, 1-100, 4 threads) for the range-cost claim in Section 3.1	0e17d1a
1e	all rows	(same source BEDs as table 1a)	-	-	-	-	6110901	-	-	-	-	-	score_table1_regen.py	b85820c724137549	catalog-or-cross-tool support rates; published and symmetric leave-one-out rules	0363d8b
ablation	gapfill base	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/colcen_abl_base.bed	111796	7346838	2026-08-04T23:41:35	156cfa574a8a53cf	5983739	2	1-2000				score_colcen.py	60d20caf95230bf6	Col-CEN gap-fill ablation, defaults arm; base for the deltas in Section 3.2	0e17d1a
ablation	gapfill off	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/colcen_abl_off.bed	111277	7226317	2026-08-05T00:15:14	e4f9496c13ffd4a6	5983739	2	1-2000				score_colcen.py	60d20caf95230bf6	Col-CEN gap-fill ablation, SAT_FILL_MIN_IDENTITY=1.01 (pass disabled)	0e17d1a
ablation	gapfill away	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/colcen_abl_away.bed	111549	7403618	2026-08-05T00:49:59	ad4378cce0a64976	5983739	2	1-2000				score_colcen.py	60d20caf95230bf6	Col-CEN gap-fill ablation, period window moved to 400-1000 bp	0e17d1a
3B-b/3C-b	all rows	(same source BEDs as tables 3B and 3C)	-	-	-	-	-	-	-				score_maize_consistent.py	33c8c79529a3f409	unfiltered and banded rules, all de novo tools; banded = 100-500 for knob180/TR-1, 100-200 for CentC	0e17d1a
2	NCRF	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/ncrf/Col-CEN_v1.2_output.bed	74	12277692	2026-07-22T03:16:42	b0f191d9d32fd7d8	published	—	—	—	—	—	score_colcen.py	60d20caf95230bf6	unfiltered; consensus-guided, no per-call period	0e17d1a
2	TRASH-dn	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/Col-CEN_v1.2_trash_denovo.bed	234	50595	2026-07-22T03:16:43	fbe32dc897552f75	published	—	—	—	—	—	score_colcen.py	60d20caf95230bf6	unfiltered; band 150-200 for CEN180 count	0e17d1a
2	TRASH-tpl	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/Col-CEN_v1.2_trash.bed	591	139263	2026-07-22T03:44:30	6a95d002623ba918	published	—	—	—	—	—	score_colcen.py	60d20caf95230bf6	unfiltered; band 150-200 for CEN180 count	0e17d1a
3A	TRASH-tpl	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_trash_templates_TAG_exp3A_microsatellite.bed	3016	507400	2026-07-22T03:16:43	b99401bb75b1c25f	published	—	—	—	—	—	score_maize_3a.py	bcc4992b51986109	unfiltered	0e17d1a
3B	TRASH-tpl	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_trash_templates_knob180_exp3B_satellite.bed	3027	508476	2026-07-22T03:16:43	40c7fd8562bd2610	published	—	—	—	—	—	score_maize_consistent.py	33c8c79529a3f409	unfiltered (knob180 template — the file the published cells reproduce from; TR-1 template deposited alongside)	0e17d1a
3C	tantan	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic_tantan_exp3C_centc.bed	1303967	68279539	2026-07-22T03:16:42	6d3f58061cacf437	published	—	—	—	—	—	score_maize_consistent.py	33c8c79529a3f409	unfiltered (byte-identical to the 3A/3B tantan copies)	0e17d1a
3B-b/3C-b	BWTandem-rescore	results/beds/bwtandem_maize.bed.gz	2406800	44253821	2026-08-29T11:59:07	0bdb56dbe4339904	6124640	2	1-2000	15:51:03	28.45	cpu-51	rescore_tables_3bc.py	39d308a0799f7e1f	unfiltered and banded rules under hard-validated legacy convention	0363d8b
flanks-superseded	flank-periodicity	(old BED; not reported)	2405401	—	—	—	5982782	—	—	—	—	—	analyze_maize_flanks.py	—	max autocorr identity over 180/358/156 bp; flanks >=716 bp; 400 intergenic background segments	0e17d1a
S2	unique-calls	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/out/bwt_hg38_catchF_p100.bed	3991847	—	—	—	5985651	4	1-100	—	—	—	analyze_unique_regions.py	—	unique-vs-shared characterisation; requires the corrected period_of (integer col 5, else motif length) — job 5982703 predates it and reverses the period rows	0e17d1a
range-rep	p100-r1	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/rep1_p100.bed	3991867	—	—	—	6076848	4	1-100	06:36:45	38.53	cpu-51	—	—	range-cost replicate on the released build (frozen copy of 07ad6fa)	07ad6fa
range-rep	p2000-r1	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/rep1_p2000.bed	4009297	—	—	—	6076849	4	1-2000	08:36:35	43.85	cpu-51	—	—	range-cost replicate on the released build (frozen copy of 07ad6fa)	07ad6fa
range-rep	p100-r2	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/rep2_p100.bed	3991867	—	—	—	6076850	4	1-100	06:34:45	38.07	cpu-51	—	—	range-cost replicate on the released build (frozen copy of 07ad6fa)	07ad6fa
range-rep	p2000-r2	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/rep2_p2000.bed	4009297	—	—	—	6076851	4	1-2000	08:34:32	43.00	cpu-51	—	—	range-cost replicate on the released build (frozen copy of 07ad6fa)	07ad6fa
range-rep	p100-r3	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/rep3_p100.bed	3991867	—	—	—	6076852	4	1-100	05:29:56	39.96	cpu-48	—	—	range-cost replicate on the released build (frozen copy of 07ad6fa)	07ad6fa
range-rep	p2000-r3	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/rep3_p2000.bed	4009297	—	—	—	6076853	4	1-2000	07:44:44	38.32	cpu-48	—	—	range-cost replicate on the released build (frozen copy of 07ad6fa)	07ad6fa
range-cost	TRF-p2000-attempt	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/trf_hg38_p2000.ngs.dat	379077	—	—	—	6076847	1	2-2000	6-13:57:48 (CANCELLED, incomplete)	—	cpu-51	—	—	post-hoc TRF max-period-2000 human run, terminated incomplete at 4.7x the 500bp wall clock; partial -ngs output only, not scored	—
2	tantan (500bp re-run)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/tantan/tantan_colcen_w500.bed	148047	8209113	2026-08-17T15:38:59	403de19d189c80b3	6085141	2	1-500	00:12:01	0.10	cpu-50	score_colcen.py	60d20caf95230bf6	Chr1-5; DA C3 re-run, -w 500	294f8ac
3B	tantan (500bp re-run)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/tantan/tantan_maize_w500.bed	1327623	79696762	2026-08-17T18:36:17	dcb0f2be8589a18e	6085142	2	1-500	03:17:00	0.48	cpu-50	score_maize_consistent.py	c6a03d6bf342d564	both rules; DA C3 re-run, -w 500	294f8ac
3C	tantan (200bp re-run)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/tantan/tantan_maize_w200.bed	1317802	74072536	2026-08-17T16:37:18	dac709b54de23f28	6085143	2	1-200	01:22:50	0.37	cpu-51	score_maize_consistent.py	c6a03d6bf342d564	both rules; DA C3 re-run, -w 200	294f8ac
1c	tantan (2000bp re-run)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/tantan/tantan_human_w2000.bed	3302505	147035675	2026-08-18T10:29:27	83959e1948be88b6	6085144	2	1-2000	19:13:30	0.91	cpu-51	score_table1_remeas.py	0ec76dd5a9ddffb6	extra row, never a corroborator; -w 2000	294f8ac
1a	BWTandem (released)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/released/rel_main.bed	4009297	210909179	2026-08-18T07:28:03	308ee71c49eaeb9d	6085147	2	1-2000	16:13:56	24.84	cpu-51	score_table1_remeas.py	0ec76dd5a9ddffb6	REV-5 reproduction of 294f8ac	294f8ac
1d	BWTandem-P (released)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/released/rel_P.bed	2084470	104527332	2026-08-17T20:37:45	19e9bc7b790a4812	6085148	4	1-100	05:23:34	30.65	cpu-51	(count only)	0ec76dd5a9ddffb6	REV-5 reproduction; call count compared	294f8ac
1d	BWTandem-B (released)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/released/rel_B.bed	3408678	163659445	2026-08-17T21:46:11	48816d7184ac5582	6085149	4	1-100	06:32:00	38.55	cpu-51	(count only)	0ec76dd5a9ddffb6	REV-5 reproduction; call count compared	294f8ac
1d	BWTandem-F (released)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/released/rel_F.bed	3991867	187373776	2026-08-18T03:09:50	e94879be482f0a08	6085150	4	1-100	06:31:53	41.14	cpu-51	(count only)	0ec76dd5a9ddffb6	REV-5 reproduction; call count compared	294f8ac
1d	BWTandem-H (released)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/released/rel_H.bed	4354071	206067127	2026-08-18T04:07:05	a2457feff4eb2892	6085151	4	1-100	06:20:28	36.64	cpu-51	(count only)	0ec76dd5a9ddffb6	REV-5 reproduction; call count compared	294f8ac
1a-superseded	BWTandem (built-in defaults)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/defaults/def_main.bed	655095	52567361	2026-08-18T20:41:42	da2215ba6c824f0d	6086503	2	1-2000	06:05:34	17.78	cpu-51	score_table1_remeas.py	0ec76dd5a9ddffb6	REV-14; no environment overrides at all	294f8ac
ablation	seeding index arm	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/seedabl/abl_index.bed	161187	9105781	2026-08-18T21:03:24	553227577059637a	6086510	4	1-2000	00:21:18	—	cpu-51	(byte comparison)	60d20caf95230bf6	GNU time, per arm; both arms ran inside job 6086510 so sacct cannot separate them. REV-2; BWT_SEED_KTUPLE=0, Col-CEN	294f8ac
ablation	seeding k-tuple arm	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/fixcampaign/seedabl/abl_ktuple.bed	161187	9105781	2026-08-18T21:25:53	553227577059637a	6086510	4	1-2000	00:22:29	—	cpu-51	(byte comparison)	60d20caf95230bf6	GNU time, per arm; both arms ran inside job 6086510 so sacct cannot separate them. REV-2; BWT_SEED_KTUPLE=1, output byte-identical to the index arm	294f8ac
evidence	Col-CEN provenance	results/regen/regen_colcen.provenance.json	-	-	-	ec43310030cc9763	6110900	2	1-2000	00:40:11	2.16	cpu-49	-	-	machine-readable run provenance	0363d8b
evidence	human provenance	results/regen/regen_human.provenance.json	-	-	-	7b30fd9261b25f87	6110901	2	1-2000	12:38:42	28.08	cpu-49	-	-	machine-readable run provenance	0363d8b
evidence	maize provenance	results/regen/regen_maize.provenance.json	-	-	-	7dacb77f43c0e357	6124640	2	1-2000	15:51:03	28.45	cpu-51	-	-	machine-readable run provenance	0363d8b
evidence	human score	results/regen/score_table1_regen_v2.txt	-	5358	2026-08-29T00:39:34	27a9cf5bc2df6e9f	-	-	-	-	-	-	score_table1_regen.py	b85820c724137549	regenerated v2 score output including tantan-w2000 extra row	0363d8b
evidence	maize score	results/regen/score_maize_regen.txt	-	6810	2026-08-29T00:39:06	27b70623dd6719b7	-	-	-	-	-	-	score_maize_postmerge_regen.py	-	three satellite catalogs; not the Table 3B/3C legacy convention	0363d8b
evidence	Table 3BC report	results/regen/table3bc_replacement.md	-	3390	2026-08-29T10:53:11	40e398cad52c3894	-	-	-	-	-	-	rescore_tables_3bc.py	39d308a0799f7e1f	hard validation against all published old-BED cells then regenerated-BED replacement	0363d8b
evidence	Table 3BC provenance	results/regen/table3bc_provenance.json	-	-	-	ddd619de1572ff8d	-	-	-	-	-	-	rescore_tables_3bc.py	39d308a0799f7e1f	machine-readable scorer inputs, hashes, mtimes and settings	0363d8b
evidence	maize extra scorer	scripts/scoring/score_maize_regen_evidence.py	-	7561	2026-08-29T19:25:51Z	84077c2b5f53d53f	-	-	-	-	-	-	self	84077c2b5f53d53f	producer for Table 3A/3A-b, coordinate-only post-merge and 100-200-bp totals	this evidence commit
evidence	maize extra output	results/regen/maize_extra_evidence.json	-	11994	2026-08-29T19:29:16Z	5d666a79ca086825	-	-	-	-	-	-	score_maize_regen_evidence.py	84077c2b5f53d53f	exact command, full input SHA-256, Table 3A re-score, post-merge sweep and band totals	0363d8b
1b	BWTandem	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_F_p100_0363.bed	3993151	187421566	2026-08-30T20:37:11	7948a199cbb36944	6143150_2	4	1-100	05:22:09	40.24	cpu-51	score_table1_regen.py	b85820bebdd1f139	native --max-period 100, matched range, chr1-22XY; operating point F	0363d8b
1d	BWTandem-P	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_P_p100_0363.bed	2085734	104575842	2026-08-30T16:23:22	2c75572988244b90	6141841_0	4	1-100	03:12:24	30.56	cpu-50	score_table1_regen.py	b85820bebdd1f139	native --max-period 100, catch-all off	0363d8b
1d	BWTandem-B	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_B_p100_0363.bed	3410417	163753247	2026-08-30T18:47:16	518a32ffd114e5a2	6143150_1	4	1-100	04:31:17	47.56	cpu-48	score_table1_regen.py	b85820bebdd1f139	native --max-period 100, catch-all id 0.76 maxP 50	0363d8b
1d	BWTandem-F	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_F_p100_0363.bed	3993151	187421566	2026-08-30T20:37:11	7948a199cbb36944	6143150_2	4	1-100	05:22:09	40.24	cpu-51	score_table1_regen.py	b85820bebdd1f139	native --max-period 100, catch-all id 0.72 min 3 copies	0363d8b
